full_text;sentimen;
Lucu bgt sih lo... fokusnya ke Demo RUU Perampasan Aset. Justru org² waras mah ya milih paslon yg mau sahkan RUU Perampasan Aset. Sok peduli korupsi lo lo aja ngehujat org yg mau sah-in RUU Perampasan Aset. Kocak. IQ &lt;;
@kompascom RUU Pembuktian terbalik ditolak DPR jaman bu Mega presiden RUU Perampasan Aset ditolak DPR sejak jaman SBY dan Jokowi jadi presiden . ;negatif;
@geloraco Tidak mudah atau tidak mau kalau memang mau jujur dengan hati nurani mestinya mudah-mudah saja tapi kalau sudah punya niat buat korupsi RUU perampasan aset gak akan pernah dibahas mereka takut miskin hukum mati aja pelaku korupsi;negatif;
@Kilua34917086 @dayatpiliang Kalau RUU Perampasan Aset Koruptor Indonesia gak Darurat;;
Dorongan RUU Perampasan Aset Jadi UU Bergulir di Rapat Baleg DPR https://t.co/LWxoQhAYhB;;
@rahmaniarbaftim BENAR! RUU PERAMPASAN ASET TINGGAL DISAHKAN SECEPATNYA. MAFIA ADA DIMANA' TAK TERKECUALI DI @DPR_RI. RAKYAT TERUS BERISIK MELIHAT TIDAK SERIUSNYA PENANGANAN KASUS' KORUPSI YG SDH MENJAMUR SECARA MASIF. NAMUN DEMIKIAN RAKYAT TAK LELAH MENS;positif;
Baleg DPR Sebut Harus Dengar Komisi III Soal RUU Perampasan Aset https://t.co/IyUeSbA9T9;;
@kompascom Kalo baca beritamu sebelumnya ini sih keliyatan ya min biang keroknya RUU ini mangkrak di DPR siapa... https://t.co/hzTNrTtBed;negatif;
Tp ada ruu perampasan aset dan lain-lain yang jelas untuk kepentingan rakyat lama banget disahinnya. Kita emang udah seharusnya menuntut pemangku kekuasaan buat objektif dalam bekerja jangan termakan kriminalisasi dan framing media buat bangkitin karakter orang yang emang salah;negatif;
@tekarok007 @dayatpiliang Pemerintah dan DPR udah isinya satu koalisi kok gak ada political willnya untuk sahkan RUU Perampasan Aset? Kan kalo udh ada political willnya dari mereka ya rakyat ga perlu demo ;;
@BudiBukanIntel Om Bud arahin buzzerrp buat ramein RUU Perampasan Aset aja biar cepat disahkan siapa tau di kasus Tom Lembong berlaku juga. Sekali sekali buzzer berguna buat nekan DPR gitu kan.;positif;
Wakil Ketua Baleg Menyatakan Harus Ada Usulan Dari Komisi III Agar RUU Perampasan Aset Masuk Prolegnas via @kedaipenacom https://t.co/BO54Bn3ZqV;negatif;
DPR Anggap RUU Perampasan Aset Belum Penting https://t.co/crLULl0Jqc https://t.co/eSAQSB54YQ;negatif;
Lebih suka nonton berita skrg daripada yutup isinya penangkapan2 koruptor Segera sahkan RUU perampasan aset miskinkan koruptor. Menyala Presidenku ;positif;
Baleg DPR: Pemberantasan Korupsi di Indonesia Sudah Efektif Tanpa RUU Perampasan Aset https://t.co/hcF1jraPrS Baca Selengkapnya :;negatif;
Makanya RUU perampasan aset ditunda terus bisa penuh suka miskin nanti ...;negatif;
@kompascom Bagus kalau koruptor benar2 akan diberantas asal tidak tebang pilih saja dan segera sahkan RUU Perampasan Aset;positif;
@BosPurwa Mumpung RUU Perampasan aset belum disahkan.;negatif;
@andikamalreza Lah kalian kemana ketika Jokowi meminta supaya RUU Perampasan Aset disahkan giliran sekarang kalian ungkit-ungkit padahal sudah bukan eranya. Menurutmu itu adil nggak?;negatif;
Semoga di era pak Prabowo UU perampasan aset bisa disahkan segera karena ini penting buat rakyat. Siapapun yg tidak setuju dgn adanya UU perampasan aset sebaiknya diberi sanksi. RUU perampasan aset ini sdh ada sejak pak Jokowi menjabat tpi hingga skrng blm disahkan.;positif;
@catchmeupco Tidak akan pernah di proses RUU perampasan aset ini. Selama modal kampanye pileg pilpres pilkada puluhan hingga ratusan M Tekor bandar mereka semua dengan kolega nya kalo di sah kan. Isu perampasan aset ini hanya angin surga Negeri para penya;negatif;
@dayatpiliang terus kalau kasus lama korupsi ga boleh di selidiki? heran koruptor kok di belain pantes nyerang pemerintah mulu ternyata barisan pembela koruptor. Makanya ogah demo ruu perampasan aset dari dolo lah idolanya aja koruptor. Heran koruptor bis;negatif;
Baleg DPR RI: RUU Perampasan Aset Masih Dikaji Kalau Diperlukan Akan Ditindaklanjuti https://t.co/MgoPFwvJas lewat @tribunnews;;
Tahanan di INDONESIA itu mungkin paling banyak dan paling enak koruptor. DUIT BANYAK HUKUMAN RINGAN KEKAYAAN AMAN dan masih bebas jd pejabat #AsuOg Pantes @DPR_RI @puanmaharani_ri tdk berani sahkan RUU perampasan Aset Matane picek;negatif;
@caloproperty @pn7l7h Tidak. Indikasinya adalah DPR mau korupsi bersama pemerintah. Buktinya 1. pemerintah gak ngotot mengesahkan RUU perampasan aset. 2. Yg pegang uang negara adalah pemerintah gak mungkin DPR korupsi tanpa bekerjasama dgn pemerintah krn ;negatif;
Wakil Ketua Baleg DPR Ahmad Doli Kurnia mengatakan RUU Perampasan Aset masih dibahas apakah masuk dalam Program Legislasi Nasional (Prolegnas). https://t.co/mRebox0GrW;;
@BANGSAygSUJUD @prabowo @0ctoberR1 @Alie_Fahnoor @are_inismyname @florieliciouss @Ndons_Back @99propaganda @Kimberley_PS08 @mas_veel @mimih6mei @Chavesz08 RUU perampasan aset;;
PKS Wanti-wanti RUU Perampasan Aset: Jangan Ditunggangi Kepentingan Politik. #Newsupdate #update #news #text https://t.co/9APIu5Pe73;negatif;
@Projo_Pusat Hanya @psi_id satu2nya partai yg brani sahkan RUU perampasan aset RUUPRT RUU TANAH ADAT klo yg lain hanya jadi kacung ketum PAR-Tainya sendiri.. klo projo mau gabung saja.. dari pada nanti jadi kacung par-tai grandong gak brani sahkan RUU PER;positif;
@Sosmedrecehh Betul beliau juga yg sarankan bubarkan saja dpr karena memang ngerii dpr wadah koruptor. Jokowi ingatkan sahkan RUU perampasan aset pun semua pada tutup kuping. Takut jdi pada miskin;positif;
@Boediantar4 Bukannya jokowi sudah mendukung ruu perampasan aset ya?;positif;
@geloraco Ketahuan kan skrg. Kubu mana yg takut dgn pengesahan RUU Perampasan aset bagi koruptor;positif;
@geloraco RUU Perampasan Aset tidak mudah di Wakil-wakil Rakyat tetapi akan mudah bersama Rakyat;positif;
Legislator dari PKS ini berharap Baleg periode ini dapat jadi harapan baru bagi masyarakat. Ia mempertanyakan apakah RUU Perampasan Aset ini justru bisa jadi alat politik di Indonesia ke depannya. https://t.co/r78CEdCI4c;negatif;
@geloraco kalau nggak berani men sah kan RUU PERAMPASAN ASET itu jadi UU jangan banyak MULUT om;positif;
PKS Soroti RUU Perampasan Aset Tekankan Mitigasi agar Tak Jadi Alat Politik https://t.co/3vLlaMlTBY https://t.co/oq2S3PQe8B;negatif;
Ruu perampasan aset tidak masuk Prolegnas Usulan DPR ICW Mengecewakan . https://t.co/6S8eqhrjVm #ruuperampasanaset https://t.co/1XJAYdtQIu;negatif;
@Boediantar4 Mereka takut miskin jd ruu perampasan aset di persulit;positif;
Closing statement Lucius: salah satu kanal pengusulan UU itu dibukakan ruang bagi publik untuk mengusulkan RUU melalui DPR. Untuk itu RUU diharapkan dalam Prolegnas adalah salah satunya RUU Perampasan Aset. Ini adalah harapan dari publik.;positif;
Indonesia Corruption Watch (ICW) menilai langkah DPR yang tidak memasukkan Rancangan Undang-Undang (RUU) Perampasan Aset dalam daftar usulan Program Legislasi Nasional (Prolegnas) 2025-2029 sangat mengecewakan publik. https://t.co/NKF7fSDyh7 https://t.co/7yihAW9FZj;negatif;
@Gamal_Albinsaid RUU PERAMPASAN ASET BAGI KORUPTOR;;
RUU Perampasan Aset diusulkan oleh pemerintah sebelumnya dan sudah sampai ke pimpinan DPR surat Presiden tapi belum dibicarakan dalam Tingkat 1. RUU ini tidak muncul membuat ada disparitas dan tidak ditangkap oleh DPR untuk diwujudkan.;negatif;
Pembicara selanjutnya adalah Lucius Karus (Peneliti Senior Forum Masyarakat Peduli Parlemen Indonesia). Ia mengatakan Badan Legislasi sedang mengumpulkan RUU yang akan didaftarkan dalam Prolegnas 2024-2029. Yang banyak diberitakan itu nasib RUU Perampasan Aset.;negatif;
KPK Soroti Pentingnya RUU Perampasan Aset untuk Berantas Korupsi https://t.co/dKX3Uelx6h https://t.co/gGjd6MT5gB;positif;
Pukat UGM Harap Prabowo Perintahkan Koalisi Prioritaskan RUU Perampasan Aset https://t.co/GwTiiUHkDR https://t.co/zagZhipxAx;positif;
@04_zainal Rakyat usulkan DPR dibubarkan karena jadi biang masalah karupsi ... RUU Perampasan Aset selalu ditunda PDIP dan Megawati !!;negatif;
@PDI_Perjuangan kalian scara akal sehat mmbenci mantan presiden karna 1 hal menolak RUU perampasan aset koruptor skrng cari alasan agar kalian keliatan bersih... cuma orang yg mmng mental korupsi yg sll sok bilang mantan presisden @jokowi dgn sgala kekura;negatif;
Pejabat Bank of China dihukum mati krn korupsi &amp;;
@republikaonline Kenapa PDIP ga mau mengusulkan segera di sahkannya RUU perampasan aset koruptor ? Kenapa ?;negatif;
@detikcom @prabowo kembalikan independensi KPK dan sahkan RUU Perampasan Aset;positif;
@detikcom bahas korap korup melulu noh RUU perampasan aset kapan mau di implementasikan pak;;
@_Haris_Srg @prabowo Aduhhh mas² keliatan suruhan sebelah disuruh demo ruu perampasan aset gak keluar mahasewa²;negatif;
@GNFI @prabowo Tegakkan dan tegas terhadap korupsi. RUU perampasan aset dipercepat. Semua lembaga terkait hukum baik itu polri kejaksaan maupun kehakiman dibenahi.;positif;
Makanya pak perintahkan pak YUSRIL perbaiki UU KPK. Dan sahkan RUU perampasan aset menjadi UU. Siapa saja korupsi hartanya dirampas oleh Negara dgn tanpa syarat. Demikian dgn Hukuman pd koruptor jgn ada batasan macam2 utk di hukum Mati. Korupsi diatas 5 M wajib dihukum mati;positif;
@theopils Betol juga... RUU Perampasan Aset jg terkendala...... naseb2....;negatif;
@tempodotco TOLONG RUU PERAMPASAN ASET DISAHKAN TAHUN INI DPR JANGAN MALAS;positif;
@detikcom Makanya pak presiden dari pada menaikkan PPN 12 % yg imbasnya ke wong cilik kenapa tidak di cari tambahan dari dana pembangunan yg bocor ulah para koruptor dan perampasan aset koruptor dgn RUU nya di sahkan;positif;
@geloraco segera sahkan RUU perampasan aset dan mulai usulkan RUU agar korupsi dihukum mati.;positif;
@geloraco Ga perlu dgn omon2 tapi aksi nyata bikin perpu atau di DPR sahkan RUU perampasan aset. Kalo ga ada sama aja omon2 pak;negatif;
@petruspasaribuu @jokowi Apapun partainya kalau TIDAK BERANI masukkan RUU perampasan Aset dan pembuktian harta terbalik ke prolegnas sama aja isinya koruptor.... Paling nga mengajukan lah.. kita lihat partai mana yg dukung n nga...;negatif;
@dayatpiliang Sudah nyungsep ya nyungsep aja jgn bilang gak jujur bla bla bla terbongkar sdh knp RUU perampasan aset tdk slesai slesai ngebahas nya krn memang di peti ES kan;negatif;
@CNNIndonesia Yg prioritas itu pengesahan RUU Perampasan aset dan RUU PTUK;positif;
@_Haris_Srg @prabowo Coba itu RUU PERAMPASAN ASET dikobarkan terus jangan demo yg ga masuk diakal;negatif;
@tanyakanrl babi emang koruptor KPK yg masih mandul itu masih dipliara sm si @prabowo RUU perampasan aset bukan prioritas di prolegnas. ancurr 2030;negatif;
Misi Pendidikan Menanti Pengesahan RUU Perampasan Aset Korupsi https://t.co/iqHvKgmSGS @Kemdikdasmen;positif;
Orang bersemangat bekerja di partai karena RUU Perampasan Aset tak kunjung disahkan. Karena di kekuasaan itu kesempatan meraup rizki haram berlimpah. Bohong teriak-teriak berantas korupsi tapi tak mau sahkan RUU-PA. Hanya PDI berani mana partai besar lainnya? Takut kolep ya?;negatif;
Coblascoblos tpi keknya gaada tuh mau legislatif atau eksekutif yg menyuarakan RUU perampasan aset #golputaja;negatif;
Giliran kenaikan pajak dikerjain cepet-cepet banget kayak ada yang buru-buru nyari duit buat apa tau tapi RUU Perampasan Aset? Diam aja gak disahin kayak tertidur pulas selama bertahun-tahun . Sungguh sialan ini keadaannya... Woe yang beneran lah kalo ini bukan https://t.co/Qbvryz2Dgn;negatif;
@tham878 Banteng lg yg korup ..... Pantes aja ruu perampasan aset tdk ada pembahasan !!;negatif;
@DrEvaChaniago Ternyata korupsi di negeri ini seperti kanker sudah menjalar ke keseluruh tubuh mewabah dan sangat sulit diberantas. RUU Perampasan Aset tidak masuk Prolegnas 2025 merupakan indikasi bahwa mental korupsi lebih dominan dari pada pejuang bang;negatif;
Benar RUU Perampasan Aset tidak masuk dalam daftar Program Legislasi Nasional (Prolegnas) Prioritas. Walau RUU ini masih masuk dalam Prolegnas Jangka Menengah 2025-2029 tapi tentu ini melegakan banyak elite yang harus korupsi untuk bisa balik modal pileg/pilkada. Ada https://t.co/UWdAgfZ7C8;negatif;
@kegblgnunfaedh Selama hukuman koruptor masih seperti sekarang yg kayak gini akan terus ada. Selama belum ada perlawanan besar tidak akan ada tindakan. Contoh RUU perampasan aset yg apa kabarnya hingga sekarang;negatif;
@Virgo17Elang @kegblgnunfaedh RUU Perampasan aset aja susah buat terealisasi broo apalagi hukuman mati;negatif;
@DrEvaChaniago RUU perampasan aset itu hanyalah ajang adu kuat dan ajang utk sandera menuandera. Logikanya baik pemerintah ataupun anggota DPR itu sama2 tidak berani mengesahkan RUU itu karena akan menghukum dirinya sendiri. Yg cepat disahkan itu undang2 ;negatif;
Ini mungkin sama sulitnya pengesahan RUU perampasan aset kecuali presiden Prabowo memang punya kemauan kuat untuk menerapkannya.;negatif;
@__LOVE_AG4EVER Babat habis judol. Next: Babat habis koruptor. Sahkan RUU Perampasan Aset Korupsi.;positif;
@RubyDjasa @AryaPratam8468 @CNNIndonesia Ya terus kemana aja anjing selama 10 tahun berkuasa Kenapa diam saja giliran udah lengser koar koar kan goblok. Kalo emang ingin meloloskan RUU perampasan aset seharusnya dari dulu selama berkuasa 10 tahun kan gobl;negatif;
Bison Ogah proses RUU Perampasan Aset krn Takut Duit Judol di Rampas Negara ! Bison tantang Pres bikin Perpuu PAN. https://t.co/cmrBXRqqXo @oblosid @sukmawijaya91 @HariSet15818173 @suryasena53 @BoyMantouw @Iwankristanto15 @susi2001122 @NyiMasRuminah @BimaAryaS @H4l1mun_D1n61n;negatif;
@DoankWarto Bgmn mau perioritas kan RUU perampasan aset kalau DPR dan pemerintah sama-sama suka korupsi.;negatif;
Ini bukti pemberantasan korupsi Pak @prabowo cuma omon2. Kalau memang tegas mau basmi koruptor : 1. Revisi UU tipikor masukkan hukuman mati bagi koruptor yg merugikan negara minimal 1 milyar. 2. Usulkan RUU perampasan Aset. 3. Bersih dan pecat oknum2 kotor di lemb. Pngk Hukum.;negatif;
Lalu janji-janji untuk dukung dan goalkan RUU PERAMPASAN ASET hanya kentut ya?;negatif;
Sudahlah pemilu berbiaya tinggi hasil dari pemilu pun tidak mengakomodir kepentingan rakyat yang lebih mendesak RUU Perampasan Aset.;negatif;
Urus dulu pemberantasan korupso baru naikin pajak. Ini koruptor meraja lela kpk dilemahkan ruu perampasan aset gak beres beres (kalau ruu pilkada kemaren cepet banget). Naikin pajak sama aja kita perkaya koruptor. https://t.co/RvZSIEn7LB;negatif;
Dewan Parlemen Syetan. Mana sudi Mrk bahas &amp;;
@fortisfortuna_9 @txtdrimedia Ga usab strike them all strike them all-an. Sah in aja RUU Perampasan aset. Berani ga DPR?;positif;
@StefanAntonio__ @blisonny Lah inget gak pas itu rapat dpr pas diminta jalanin ruu perampasan aset eh tanya dulu sama bos nya kalo gak acc ya gak ketok palu si bambang pacul bilang sendiri yg gak acc si ibu;negatif;
Koq susah banget ya meloloskan UU perampasan aset koruptor. Ini koruptor loo yg maling duit rakyat RUU ini harusnya urgent untuk segera di sahkan...;negatif;
Pasal yang dikenakan pasal paling menakutkan TPPU alias bakalan dimiskinkan mungkin kisi-kisi ruu perampasan aset nanti buat koruptor ya kayak TPPU gini.;positif;
@prabowo Sehat2 terus Pak. Selesaikan kasus judol. Sahkan RUU Perampasan Aset Korupsi Pak.;positif;
@CNNIndonesia kenapa ga dibalik.. kenapa ga suruh anggota fraksi anda dorong pengerahan RUU perampasan aset;negatif;
@kozirama Clue: RUU Perampasan Aset (yang ga kelar2).;negatif;
[MADILOG MARI BERDIALOG #5: RUU PERAMPASAN ASET: LANGKAH PROGRESIF ATAU ANCAMAN BARU BAGI KORUPTOR?] Halo Keluarga Mahasiswa UPNVJ! Kira-kira pada edisi terakhir kali ini akan membawakan isu seputar apa ya? Ada yang bisa tebak? https://t.co/lBQdWGyjDz;;
RUU Perampasan Aset tdk masuk dlm Prolegnas 2025. Padahal katanya brantas korupsi jd prioritas utama pemerintahan @prabowo Alasan pemerintah krn tdk ingin tergesa2 sblm ada kesepakatan awal terkait judul &amp;negatif;
@galuhlalenta94 @PartaiSocmed PDI-P ngga bakalan berani ini cuma gertak sambal. kl memang berani dr dulu RUU perampasan aset sudah di sahkan. kenapa PDI-P ngga berani karena elitte partai banyak yg terlibat korupsi. misal e-KTP puan pramono anung hasto ke;negatif;
@BebySoSweet Semakin lm DPR RI yg baru Srmakin terlihat Belangnya. Pantes saja RUU Perampasan Aset tdk Masuk Prolegnas DPR RI... https://t.co/ds2ibciafN;negatif;
@cnbcindonesia @DPR_RI kenapa seperti takut bahas dan sahkan RUU Perampasan Aset sangat mencurigakan ?;negatif;
@ARSIPAJA OTT dilarang RUU Perampasan Aset ngak jadi kalau mau di tangkap KPK minta ditelepon dulu koruptor di manja.. https://t.co/hcVMZONRUo;negatif;
@Hilmi28 Penyakit kronis d indonesia itu ya korupsi. Coba jk g di korupsi pasti rakyat bisa hidup makmur. Biar g ada korupsi hukum maksimal para koruptor. Ruu perampasan hak aset segera d sahkan biar harta para koruptor bisa d rampas. Yg d takuti koruptor;positif;
PDIP soal Nasib RUU Perampasan Aset: Kalau Urgen Terbitkan Perppu #AyoMbangunDeso #GeloraPurworejo #pituruh #kemiri #bruno #sekartejo #wonoyoso #karanggetas #prigelan #somogede #kalimeneng #kemirilor #kapiteran #loning #brunorejo #purworejo #Wahyudi #AnisMatta #FahriHamzah https://t.co/eeMCMmP0F6;positif;
Aria Bima yang juga Wakil Ketua Komisi II DPR RI menegaskan pihaknya akan membahas RUU Perampasan Aset yang telah masuk Prolegnas jangka menengah. Namun pembahasan RUU Perampasan Aset itu disebut tidak bisa dilakukan secara tergesa-gesa.;positif;
Hal itu diungkapkan Aria Bima merespons pernyataan Menteri Hukum Supratman Andi Agtas yang mengaku akan melobi para ketua umum partai politik untuk membahas RUU Perampasan Aset.;positif;
Politisi PDI Perjuangan Aria Bima menantang pemerintah untuk menerbitkan Peraturan Pemerintah Pengganti Undang-undang (Perppu) terkait RUU perampasan aset jika dinilai mendesak. https://t.co/m3QP54beCN;positif;
@ARSIPAJA MenKum bilang pemberantasan korupsi adalah agenda utama Presiden @prabowo lucunya RUU Perampasan Aset tidak dimasukkan ke Prolegnas RUU Prioritas Tahun 2025‍️ https://t.co/VyECUw6Krd;negatif;
@ARSIPAJA Padahal kim pemegang kekuasaan. Seharusnya bisa sih ini diprioritaskan dari arahan tum tum pada. Apalagi oposisi cuma pdip. Kalau kim bersuara dan ngotot akan ruu perampasan aset pdip mau apa? Ahyoo mikir ;negatif;
sampai disini paham kan kenapa kumpulan yg katanya terhormat ini ogah mengesahkan RUU Perampasan Aset?;negatif;
@Duren___ RUU perampasan aset akan populer menjelang pemilu;positif;
MASUK TAPI BELUM RUU Perampasan Aset Masuk dlm PROLEGNAS.. TAPI antara 2025 hingga 2029... Untuk Thn 2025 BELUM DULU YAA... https://t.co/cV9v8uWTst;negatif;
@ARSIPAJA Tanpa ini Prabowo akan tetap presiden omon omon. Bebaskan negri ini dari maling. Sahkan RUU perampasan aset;positif;
@Abdulahmad2018 @ekokuntadhi1 Apa kaitannya coba‍️gini ya otaknya haters jokowi sama anak abah: -ga sependapat=buzzer -pokok semuanya salah jokowi ga peduli nyambung apa engga pdhl dah ga jabat -hidup koruptor -menolak RUU perampasan aset disahkan -bu;negatif;
